Mod:Item:MetaData, Localized Name
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:spawn_egg:3, Spawn Nuclear Creeper
minecraft:spawn_egg:4, Spawn Tainted Creeper
minecraft:spawn_egg:5, Spawn Phosgene Creeper
minecraft:spawn_egg:6, Spawn Volatile Creeper
minecraft:spawn_egg:7, Spawn Golden Creeper
minecraft:spawn_egg:23, Spawn Hunter Chopper
minecraft:spawn_egg:24, Spawn Cyber Crab
minecraft:spawn_egg:25, Spawn Tesla Crab
minecraft:spawn_egg:26, Spawn Taint Crab
minecraft:spawn_egg:27, Spawn Mask Man
minecraft:spawn_egg:28, Spawn Duck
minecraft:spawn_egg:29, Spawn Quackos The Elder One
minecraft:spawn_egg:30, Spawn Pigeon
minecraft:spawn_egg:31, Spawn FBI Agent
minecraft:spawn_egg:32, Spawn FBI Drone
minecraft:spawn_egg:33, Spawn Meltdown Elemental
minecraft:spawn_egg:34, Spawn Glyphid
minecraft:spawn_egg:35, Spawn Glyphid Brawler
minecraft:spawn_egg:36, Spawn Glyphid Behemoth
minecraft:spawn_egg:37, Spawn Brenda
minecraft:spawn_egg:38, Spawn Glyphid Bombardier
minecraft:spawn_egg:39, Spawn Glyphid Blaster
minecraft:spawn_egg:67, Spawn Glyphid Scout
minecraft:spawn_egg:68, Spawn Big Man Johnson
minecraft:spawn_egg:69, Spawn Glyphid Digger
minecraft:spawn_egg:70, Spawn Plastic Bag
minecraft:spawn_egg:71, Spawn Parasitic Maggot
minecraft:spawn_egg:72, Spawn entity.entity_ntm_test_dummy.name
minecraft:spawn_egg:73, Spawn entity.entity_ntm_undead_soldier.name
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
BiomesOPlenty:flowerVine, Flowering Vines
BiomesOPlenty:wisteria, Wisteria
BiomesOPlenty:lilyBop:0, Medium Lily Pad
BiomesOPlenty:lilyBop:1, Small Lily Pad
BiomesOPlenty:lilyBop:2, Tiny Lily Pad
BiomesOPlenty:foliage:0, Duckweed
BiomesOPlenty:foliage:1, Short Grass
BiomesOPlenty:foliage:2, Medium Grass
BiomesOPlenty:foliage:3, Flax
BiomesOPlenty:foliage:4, Bush
BiomesOPlenty:foliage:5, Sprout
BiomesOPlenty:foliage:7, Poison Ivy
BiomesOPlenty:foliage:8, Berry Bush
BiomesOPlenty:foliage:9, Shrub
BiomesOPlenty:foliage:10, Wheat Grass
BiomesOPlenty:foliage:11, Damp Grass
BiomesOPlenty:foliage:12, Koru
BiomesOPlenty:foliage:13, Clover Patch
BiomesOPlenty:foliage:14, Leaf Pile
BiomesOPlenty:foliage:15, Dead Leaf Pile
BiomesOPlenty:turnip, Turnip
BiomesOPlenty:coral1:11, Kelp
BiomesOPlenty:coral1:12, Pink Coral
BiomesOPlenty:coral1:13, Orange Coral
BiomesOPlenty:coral1:14, Blue Coral
BiomesOPlenty:coral1:15, Glowing Coral
BiomesOPlenty:coral2:8, Algae
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
BiomesOPlenty:ashStone, Ash Stone
BiomesOPlenty:hardIce, Hardened Ice
BiomesOPlenty:appleLeaves:0, Apple Leaves
BiomesOPlenty:persimmonLeaves:0, Persimmon Leaves
BiomesOPlenty:moss, Moss
BiomesOPlenty:bamboo, Bamboo
BiomesOPlenty:mudBricks, Mud Bricks
BiomesOPlenty:originGrass, Origin Grass Block
BiomesOPlenty:longGrass, Long Grass Block
BiomesOPlenty:overgrownNetherrack, Overgrown Netherrack
BiomesOPlenty:bopGrass:0, Spectral Moss
BiomesOPlenty:bopGrass:1, Smoldering Grass Block
BiomesOPlenty:newBopGrass:0, Loamy Grass Block
BiomesOPlenty:newBopGrass:1, Sandy Grass Block
BiomesOPlenty:newBopGrass:2, Silty Grass Block
BiomesOPlenty:newBopDirt:0, Loamy Dirt
BiomesOPlenty:newBopDirt:1, Coarse Loamy Dirt
BiomesOPlenty:newBopDirt:2, Sandy Dirt
BiomesOPlenty:newBopDirt:3, Coarse Sandy Dirt
BiomesOPlenty:newBopDirt:4, Silty Dirt
BiomesOPlenty:newBopDirt:5, Coarse Silty Dirt
BiomesOPlenty:newBopFarmland:0, Loamy Farmland
BiomesOPlenty:newBopFarmland:1, Loamy Farmland
BiomesOPlenty:newBopFarmland:2, Sandy Farmland
BiomesOPlenty:newBopFarmland:3, Loamy Farmland
BiomesOPlenty:newBopFarmland:4, Loamy Farmland
BiomesOPlenty:newBopFarmland:5, Loamy Farmland
BiomesOPlenty:logs1:0, Sacred Oak Wood
BiomesOPlenty:logs1:1, Cherry Wood
BiomesOPlenty:logs1:2, Dark Wood
BiomesOPlenty:logs1:3, Fir Wood
BiomesOPlenty:logs2:0, Ethereal Wood
BiomesOPlenty:logs2:1, Magic Wood
BiomesOPlenty:logs2:2, Mangrove Wood
BiomesOPlenty:logs2:3, Palm Wood
BiomesOPlenty:logs3:0, Redwood Wood
BiomesOPlenty:logs3:1, Willow Wood
BiomesOPlenty:logs3:2, Dead Wood
BiomesOPlenty:logs3:3, Giant Flower Stem
BiomesOPlenty:logs4:0, Pine Wood
BiomesOPlenty:logs4:1, Hellbark Wood
BiomesOPlenty:logs4:2, Jacaranda Wood
BiomesOPlenty:logs4:3, Mahogany Wood
BiomesOPlenty:leaves1:0, Yellow Autumn Leaves
BiomesOPlenty:leaves1:1, Bamboo Leaves
BiomesOPlenty:leaves1:2, Magic Leaves
BiomesOPlenty:leaves1:3, Dark Leaves
BiomesOPlenty:leaves2:0, Dying Leaves
BiomesOPlenty:leaves2:1, Fir Leaves
BiomesOPlenty:leaves2:2, Ethereal Leaves
BiomesOPlenty:leaves2:3, Orange Autumn Leaves
BiomesOPlenty:leaves3:0, Origin Leaves
BiomesOPlenty:leaves3:1, Pink Cherry Leaves
BiomesOPlenty:leaves3:2, Maple Leaves
BiomesOPlenty:leaves3:3, White Cherry Leaves
BiomesOPlenty:leaves4:0, Hellbark Leaves
BiomesOPlenty:leaves4:1, Jacaranda Leaves
BiomesOPlenty:petals:0, Giant Red Flower
BiomesOPlenty:petals:1, Giant Yellow Flower
BiomesOPlenty:saplings:0, Apple Sapling
BiomesOPlenty:saplings:1, Yellow Autumn Sapling
BiomesOPlenty:saplings:2, Bamboo Sapling
BiomesOPlenty:saplings:3, Magic Sapling
BiomesOPlenty:saplings:4, Dark Sapling
BiomesOPlenty:saplings:5, Dying Sapling
BiomesOPlenty:saplings:6, Fir Sapling
BiomesOPlenty:saplings:7, Ethereal Sapling
BiomesOPlenty:saplings:8, Orange Autumn Sapling
BiomesOPlenty:saplings:9, Origin Sapling
BiomesOPlenty:saplings:10, Pink Cherry Sapling
BiomesOPlenty:saplings:11, Maple Sapling
BiomesOPlenty:saplings:12, White Cherry Sapling
BiomesOPlenty:saplings:13, Hellbark Sapling
BiomesOPlenty:saplings:14, Jacaranda Sapling
BiomesOPlenty:saplings:15, Persimmon Sapling
BiomesOPlenty:colorizedSaplings:0, Sacred Oak Sapling
BiomesOPlenty:colorizedSaplings:1, Mangrove Sapling
BiomesOPlenty:colorizedSaplings:2, Palm Sapling
BiomesOPlenty:colorizedSaplings:3, Redwood Sapling
BiomesOPlenty:colorizedSaplings:4, Willow Sapling
BiomesOPlenty:colorizedSaplings:5, Pine Sapling
BiomesOPlenty:colorizedSaplings:6, Mahogany Sapling
BiomesOPlenty:colorizedSaplings:7, Flowering Oak Sapling
BiomesOPlenty:hardSand, Hardened Sand
BiomesOPlenty:hardDirt, Hardened Dirt
BiomesOPlenty:biomeBlock, Biome Essence Ore
BiomesOPlenty:crystal, Celestial Crystal
BiomesOPlenty:gemOre:0, Ender Amethyst Ore
BiomesOPlenty:gemOre:1, Block of Amethyst
BiomesOPlenty:gemOre:2, Ruby Ore
BiomesOPlenty:gemOre:3, Block of Ruby
BiomesOPlenty:gemOre:4, Peridot Ore
BiomesOPlenty:gemOre:5, Block of Peridot
BiomesOPlenty:gemOre:6, Topaz Ore
BiomesOPlenty:gemOre:7, Block of Topaz
BiomesOPlenty:gemOre:8, Tanzanite Ore
BiomesOPlenty:gemOre:9, Block of Tanzanite
BiomesOPlenty:gemOre:10, Malachite Ore
BiomesOPlenty:gemOre:11, Block of Malachite
BiomesOPlenty:gemOre:12, Sapphire Ore
BiomesOPlenty:gemOre:13, Block of Sapphire
BiomesOPlenty:gemOre:14, Amber Ore
BiomesOPlenty:gemOre:15, Block of Amber
BiomesOPlenty:cragRock, Crag Rock
BiomesOPlenty:hive:0, Honeycomb Block
BiomesOPlenty:hive:1, Hive Block
BiomesOPlenty:hive:2, Empty Honeycomb Block
BiomesOPlenty:hive:3, Filled Honeycomb Block
BiomesOPlenty:honeyBlock, Honey Block
BiomesOPlenty:bones:0, Small Bone Segment
BiomesOPlenty:bones:1, Medium Bone Segment
BiomesOPlenty:bones:2, Large Bone Segment
BiomesOPlenty:grave:0, Gravestone
BiomesOPlenty:planks:0, Sacred Oak Wood Planks
BiomesOPlenty:planks:1, Cherry Wood Planks
BiomesOPlenty:planks:2, Dark Wood Planks
BiomesOPlenty:planks:3, Fir Wood Planks
BiomesOPlenty:planks:4, Ethereal Wood Planks
BiomesOPlenty:planks:5, Magic Wood Planks
BiomesOPlenty:planks:6, Mangrove Wood Planks
BiomesOPlenty:planks:7, Palm Wood Planks
BiomesOPlenty:planks:8, Redwood Wood Planks
BiomesOPlenty:planks:9, Willow Wood Planks
BiomesOPlenty:planks:10, Bamboo Thatching
BiomesOPlenty:planks:11, Pine Wood Planks
BiomesOPlenty:planks:12, Hellbark Wood Planks
BiomesOPlenty:planks:13, Jacaranda Wood Planks
BiomesOPlenty:planks:14, Mahogany Wood Planks
BiomesOPlenty:woodenSingleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenSingleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenSingleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenSingleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenSingleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenSingleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenSingleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenSingleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenDoubleSlab1:0, Sacred Oak Wood Slab
BiomesOPlenty:woodenDoubleSlab1:1, Cherry Wood Slab
BiomesOPlenty:woodenDoubleSlab1:2, Dark Wood Slab
BiomesOPlenty:woodenDoubleSlab1:3, Fir Wood Slab
BiomesOPlenty:woodenDoubleSlab1:4, Ethereal Wood Slab
BiomesOPlenty:woodenDoubleSlab1:5, Magic Wood Slab
BiomesOPlenty:woodenDoubleSlab1:6, Mangrove Wood Slab
BiomesOPlenty:woodenDoubleSlab1:7, Palm Wood Slab
BiomesOPlenty:woodenSingleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenSingleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenSingleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenSingleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenSingleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:woodenDoubleSlab2:0, Redwood Wood Slab
BiomesOPlenty:woodenDoubleSlab2:1, Willow Wood Slab
BiomesOPlenty:woodenDoubleSlab2:2, Pine Wood Slab
BiomesOPlenty:woodenDoubleSlab2:3, Hellbark Wood Slab
BiomesOPlenty:woodenDoubleSlab2:4, Jacaranda Wood Slab
BiomesOPlenty:stoneSingleSlab:0, Mud Bricks Slab
BiomesOPlenty:stoneDoubleSlab:0, Mud Bricks Slab
BiomesOPlenty:sacredoakStairs, Sacred Oak Wood Stairs
BiomesOPlenty:cherryStairs, Cherry Wood Stairs
BiomesOPlenty:darkStairs, Dark Wood Stairs
BiomesOPlenty:firStairs, Fir Wood Stairs
BiomesOPlenty:etherealStairs, Ethereal Wood Stairs
BiomesOPlenty:magicStairs, Magic Wood Stairs
BiomesOPlenty:mangroveStairs, Mangrove Wood Stairs
BiomesOPlenty:palmStairs, Palm Wood Stairs
BiomesOPlenty:redwoodStairs, Redwood Wood Stairs
BiomesOPlenty:willowStairs, Willow Wood Stairs
BiomesOPlenty:pineStairs, Pine Wood Stairs
BiomesOPlenty:hellBarkStairs, Hellbark Wood Stairs
BiomesOPlenty:jacarandaStairs, Jacaranda Wood Stairs
BiomesOPlenty:mahoganyStairs, Mahogany Wood Stairs
BiomesOPlenty:mudBricksStairs, Mud Bricks Stairs
BiomesOPlenty:colorizedLeaves1:0, Sacred Oak Leaves
BiomesOPlenty:colorizedLeaves1:1, Mangrove Leaves
BiomesOPlenty:colorizedLeaves1:2, Palm Leaves
BiomesOPlenty:colorizedLeaves1:3, Redwood Leaves
BiomesOPlenty:colorizedLeaves2:0, Willow Leaves
BiomesOPlenty:colorizedLeaves2:1, Pine Leaves
BiomesOPlenty:colorizedLeaves2:2, Mahogany Leaves
BiomesOPlenty:colorizedLeaves2:3, Flowering Oak Leaves
BiomesOPlenty:poison, Poison
BiomesOPlenty:hell_blood, Blood
BiomesOPlenty:honey, Honey
etfuturum:stone:1, Granite
etfuturum:stone:2, Polished Granite
etfuturum:stone:3, Diorite
etfuturum:stone:4, Polished Diorite
etfuturum:stone:5, Andesite
etfuturum:stone:6, Polished Andesite
etfuturum:prismarine_block:0, Prismarine
etfuturum:prismarine_block:1, Prismarine Bricks
etfuturum:prismarine_block:2, Dark Prismarine
etfuturum:sea_lantern, Sea Lantern
etfuturum:red_sandstone:0, Red Sandstone
etfuturum:red_sandstone:1, Chiseled Red Sandstone
etfuturum:red_sandstone:2, Cut Red Sandstone
etfuturum:brown_mushroom, Mushroom
etfuturum:red_mushroom, Mushroom
etfuturum:coarse_dirt, Coarse Dirt
etfuturum:banner:0, White Banner
etfuturum:banner:1, Orange Banner
etfuturum:banner:2, Magenta Banner
etfuturum:banner:3, Light Blue Banner
etfuturum:banner:4, Yellow Banner
etfuturum:banner:5, Lime Banner
etfuturum:banner:6, Pink Banner
etfuturum:banner:7, Gray Banner
etfuturum:banner:8, Light Gray Banner
etfuturum:banner:9, Cyan Banner
etfuturum:banner:10, Purple Banner
etfuturum:banner:11, Blue Banner
etfuturum:banner:12, Brown Banner
etfuturum:banner:13, Green Banner
etfuturum:banner:14, Red Banner
etfuturum:banner:15, Black Banner
etfuturum:slime, Slime Block
etfuturum:sponge:1, Wet Sponge
etfuturum:purpur_block, Purpur Block
etfuturum:purpur_pillar, Purpur Pillar
etfuturum:end_bricks, End Stone Bricks
etfuturum:grass_path, Dirt Path
etfuturum:end_rod, End Rod
etfuturum:chorus_plant, Chorus Plant
etfuturum:chorus_flower, Chorus Flower
etfuturum:bone, Bone Block
etfuturum:red_netherbrick:0, Red Nether Bricks
etfuturum:red_netherbrick:1, Cracked Nether Bricks
etfuturum:red_netherbrick:2, Chiseled Nether Bricks
etfuturum:ancient_debris, Ancient Debris
etfuturum:netherite_block, Block of Netherite
etfuturum:nether_gold_ore, Nether Gold Ore
etfuturum:blue_ice, Blue Ice
etfuturum:smooth_stone, Smooth Stone
etfuturum:smooth_sandstone, Smooth Sandstone
etfuturum:smooth_red_sandstone, Smooth Red Sandstone
etfuturum:smooth_quartz, Smooth Quartz
etfuturum:quartz_bricks, Quartz Bricks
etfuturum:log_stripped:0, Stripped Oak Log
etfuturum:log_stripped:1, Stripped Spruce Log
etfuturum:log_stripped:2, Stripped Birch Log
etfuturum:log_stripped:3, Stripped Jungle Log
etfuturum:log2_stripped:0, Stripped Acacia Log
etfuturum:log2_stripped:1, Stripped Dark Oak Log
etfuturum:bark:0, Oak Wood
etfuturum:bark:1, Spruce Wood
etfuturum:bark:2, Birch Wood
etfuturum:bark:3, Jungle Wood
etfuturum:bark2:0, Acacia Wood
etfuturum:bark2:1, Dark Oak Wood
etfuturum:wood_stripped:0, Stripped Oak Wood
etfuturum:wood_stripped:1, Stripped Spruce Wood
etfuturum:wood_stripped:2, Stripped Birch Wood
etfuturum:wood_stripped:3, Stripped Jungle Wood
etfuturum:wood2_stripped:0, Stripped Acacia Wood
etfuturum:wood2_stripped:1, Stripped Dark Oak Wood
etfuturum:deepslate_copper_ore, Deepslate Copper Ore
etfuturum:cornflower, Cornflower
etfuturum:lily_of_the_valley, Lily of the Valley
etfuturum:wither_rose, Wither Rose
etfuturum:white_glazed_terracotta, White Glazed Terracotta
etfuturum:orange_glazed_terracotta, Orange Glazed Terracotta
etfuturum:magenta_glazed_terracotta, Magenta Glazed Terracotta
etfuturum:light_blue_glazed_terracotta, Light Blue Glazed Terracotta
etfuturum:yellow_glazed_terracotta, Yellow Glazed Terracotta
etfuturum:lime_glazed_terracotta, Lime Glazed Terracotta
etfuturum:pink_glazed_terracotta, Pink Glazed Terracotta
etfuturum:gray_glazed_terracotta, Gray Glazed Terracotta
etfuturum:light_gray_glazed_terracotta, Light Gray Glazed Terracotta
etfuturum:cyan_glazed_terracotta, Cyan Glazed Terracotta
etfuturum:purple_glazed_terracotta, Purple Glazed Terracotta
etfuturum:blue_glazed_terracotta, Blue Glazed Terracotta
etfuturum:brown_glazed_terracotta, Brown Glazed Terracotta
etfuturum:green_glazed_terracotta, Green Glazed Terracotta
etfuturum:red_glazed_terracotta, Red Glazed Terracotta
etfuturum:black_glazed_terracotta, Black Glazed Terracotta
etfuturum:copper_block:0, Block of Copper
etfuturum:copper_block:1, Exposed Copper
etfuturum:copper_block:2, Weathered Copper
etfuturum:copper_block:3, Oxidized Copper
etfuturum:copper_block:4, Cut Copper
etfuturum:copper_block:5, Exposed Cut Copper
etfuturum:copper_block:6, Weathered Cut Copper
etfuturum:copper_block:7, Oxidized Cut Copper
etfuturum:copper_block:8, Waxed Block of Copper
etfuturum:copper_block:9, Waxed Exposed Copper
etfuturum:copper_block:10, Waxed Weathered Copper
etfuturum:copper_block:11, Waxed Oxidized Copper
etfuturum:copper_block:12, Waxed Cut Copper
etfuturum:copper_block:13, Waxed Exposed Cut Copper
etfuturum:copper_block:14, Waxed Weathered Cut Copper
etfuturum:copper_block:15, Waxed Oxidized Cut Copper
etfuturum:chiseled_copper:0, Chiseled Copper
etfuturum:chiseled_copper:1, Exposed Chiseled Copper
etfuturum:chiseled_copper:2, Weathered Chiseled Copper
etfuturum:chiseled_copper:3, Oxidized Chiseled Copper
etfuturum:chiseled_copper:4, Waxed Chiseled Copper
etfuturum:chiseled_copper:5, Waxed Exposed Chiseled Copper
etfuturum:chiseled_copper:6, Waxed Weathered Chiseled Copper
etfuturum:chiseled_copper:7, Waxed Oxidized Chiseled Copper
etfuturum:copper_grate:0, Copper Grate
etfuturum:copper_grate:1, Exposed Copper Grate
etfuturum:copper_grate:2, Weathered Copper Grate
etfuturum:copper_grate:3, Oxidized Copper Grate
etfuturum:copper_grate:4, Waxed Copper Grate
etfuturum:copper_grate:5, Waxed Exposed Copper Grate
etfuturum:copper_grate:6, Waxed Weathered Copper Grate
etfuturum:copper_grate:7, Waxed Oxidized Copper Grate
etfuturum:copper_bulb:0, Copper Bulb
etfuturum:copper_bulb:1, Exposed Copper Bulb
etfuturum:copper_bulb:2, Weathered Copper Bulb
etfuturum:copper_bulb:3, Oxidized Copper Bulb
etfuturum:copper_bulb:8, Waxed Copper Bulb
etfuturum:copper_bulb:9, Waxed Exposed Copper Bulb
etfuturum:copper_bulb:10, Waxed Weathered Copper Bulb
etfuturum:copper_bulb:11, Waxed Oxidized Copper Bulb
etfuturum:deepslate, Deepslate
etfuturum:cobbled_deepslate, Cobbled Deepslate
etfuturum:polished_deepslate, Polished Deepslate
etfuturum:deepslate_bricks:0, Deepslate Bricks
etfuturum:deepslate_bricks:1, Cracked Deepslate Bricks
etfuturum:deepslate_bricks:2, Deepslate Tiles
etfuturum:deepslate_bricks:3, Cracked Deepslate Tiles
etfuturum:deepslate_bricks:4, Chiseled Deepslate
etfuturum:tuff:0, Tuff
